content_id,account_id,case_id,normalized_text,content_hash,language,category,semantic_family,severity_score,safe_placeholder
CT-001193,A-0094,C-007,[neutral platform activity],H-7445486,es,Violent Threat,THREAT_FAM_X1-default,0.51,Yes
CT-001194,A-0095,C-007,[generic discussion],H-0343767,es,Violent Threat,THREAT_FAM_X1-default,0.486,Yes
CT-001195,A-0095,C-007,[neutral platform activity],H-7445486,es,Violent Threat,THREAT_FAM_X1-default,0.702,Yes
CT-001196,A-0096,C-007,[mutual-aid coordination],H-5150997,en,Violent Threat,BENIGN-COORDINATION,0.43,Yes
CT-001197,A-0095,C-007,[more specific intent reference],H-1299902,es,Violent Threat,THREAT_FAM_X1-P07,0.6,Yes
CT-001198,A-0090,C-007,[generic discussion],H-0343767,en,Violent Threat,THREAT_FAM_X1-default,0.642,Yes
CT-001199,A-0090,C-007,[template family B with minor variation],H-4170436,en,Violent Threat,THREAT_FAM_X1,0.637,Yes
CT-001200,A-0088,C-007,[non-sensitive coordination],H-6470216,es,Violent Threat,THREAT_FAM_X1-default,0.541,Yes
CT-001201,A-0089,C-007,[ambiguous grievance],H-8048511,es,Violent Threat,THREAT_FAM_X1-P07,0.541,Yes
CT-001202,A-0093,C-007,[template family B with minor variation],H-4170436,en,Violent Threat,THREAT_FAM_X1,0.402,Yes
CT-001203,A-0090,C-007,[target-specific grievance reference],H-8238971,en,Violent Threat,THREAT_FAM_X1-P03,0.516,Yes
CT-001204,A-0094,C-007,[time-linked escalation reference],H-2519291,es,Violent Threat,THREAT_FAM_X1-P07,0.773,Yes
CT-001205,A-0088,C-007,[generic discussion],H-0343767,es,Violent Threat,THREAT_FAM_X1-default,0.579,Yes
CT-001206,A-0089,C-007,[non-sensitive coordination],H-6470216,es,Violent Threat,THREAT_FAM_X1-default,0.397,Yes
CT-001207,A-0096,C-007,[time-linked escalation reference],H-2519291,en,Violent Threat,THREAT_FAM_X1-P07,0.734,Yes
CT-001208,A-0089,C-007,[generic discussion],H-0343767,es,Violent Threat,THREAT_FAM_X1-default,0.499,Yes
CT-001209,A-0091,C-007,[more specific intent reference],H-1299902,en,Violent Threat,THREAT_FAM_X1-P07,0.518,Yes
CT-001210,A-0094,C-007,[ambiguous grievance],H-8048511,es,Violent Threat,THREAT_FAM_X1-P07,0.777,Yes
CT-001211,A-0087,C-007,[target-specific grievance reference],H-8238971,en,Violent Threat,THREAT_FAM_X1-P03,0.462,Yes
CT-001212,A-0093,C-007,[target-specific grievance reference],H-8238971,en,Violent Threat,THREAT_FAM_X1-P03,0.373,Yes
CT-001213,A-0095,C-007,[template family A],H-9911857,es,Violent Threat,THREAT_FAM_X1,0.515,Yes
CT-001214,A-0094,C-007,[repeated target reference],H-7577498,es,Violent Threat,THREAT_FAM_X1-P03,0.449,Yes
CT-001215,A-0088,C-007,[continued focus on same fictional target],H-0808684,es,Violent Threat,THREAT_FAM_X1-P03,0.518,Yes
CT-001216,A-0092,C-007,[template family B with minor variation],H-4170436,en,Violent Threat,THREAT_FAM_X1,0.697,Yes
CT-001217,A-0094,C-007,[template family A],H-9911857,es,Violent Threat,THREAT_FAM_X1,0.665,Yes
CT-001218,A-0091,C-007,[generic discussion],H-0343767,en,Violent Threat,THREAT_FAM_X1-default,0.522,Yes
CT-001219,A-0095,C-007,[continued focus on same fictional target],H-0808684,es,Violent Threat,THREAT_FAM_X1-P03,0.725,Yes
CT-001220,A-0094,C-007,[generic discussion],H-0343767,es,Violent Threat,THREAT_FAM_X1-default,0.709,Yes
CT-001221,A-0096,C-007,[generic discussion],H-0343767,en,Violent Threat,THREAT_FAM_X1-default,0.698,Yes
CT-001222,A-0095,C-007,[ambiguous grievance],H-8048511,es,Violent Threat,THREAT_FAM_X1-P07,0.522,Yes
CT-001223,A-0095,C-007,[generic discussion],H-0343767,es,Violent Threat,THREAT_FAM_X1-default,0.517,Yes
CT-001224,A-0097,C-007,[continued focus on same fictional target],H-0808684,en,Violent Threat,THREAT_FAM_X1-P03,0.602,Yes
CT-001225,A-0091,C-007,[time-linked escalation reference],H-2519291,en,Violent Threat,THREAT_FAM_X1-P07,0.651,Yes
CT-001226,A-0095,C-007,[non-sensitive coordination],H-6470216,es,Violent Threat,THREAT_FAM_X1-default,0.708,Yes
CT-001227,A-0090,C-007,[target-specific grievance reference],H-8238971,en,Violent Threat,THREAT_FAM_X1-P03,0.551,Yes
CT-001228,A-0090,C-007,[time-linked escalation reference],H-2519291,en,Violent Threat,THREAT_FAM_X1-P07,0.775,Yes
CT-001229,A-0087,C-007,[neutral platform activity],H-7445486,en,Violent Threat,THREAT_FAM_X1-default,0.442,Yes
CT-001230,A-0093,C-007,[more specific intent reference],H-1299902,en,Violent Threat,THREAT_FAM_X1-P07,0.687,Yes
CT-001231,A-0091,C-007,[neutral platform activity],H-7445486,en,Violent Threat,THREAT_FAM_X1-default,0.589,Yes
CT-001232,A-0087,C-007,[continued focus on same fictional target],H-0808684,en,Violent Threat,THREAT_FAM_X1-P03,0.45,Yes
CT-001233,A-0095,C-007,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.409,Yes
CT-001234,A-0087,C-007,[time-linked escalation reference],H-2519291,en,Violent Threat,THREAT_FAM_X1-P07,0.521,Yes
CT-001235,A-0087,C-007,[ambiguous grievance],H-8048511,en,Violent Threat,THREAT_FAM_X1-P07,0.539,Yes
CT-001236,A-0087,C-007,[target-specific grievance reference],H-8238971,en,Violent Threat,THREAT_FAM_X1-P03,0.523,Yes
CT-001237,A-0093,C-007,[more specific intent reference],H-1299902,en,Violent Threat,THREAT_FAM_X1-P07,0.57,Yes
CT-001238,A-0094,C-007,[continued focus on same fictional target],H-0808684,es,Violent Threat,THREAT_FAM_X1-P03,0.467,Yes
CT-001239,A-0095,C-007,[template family A],H-9911857,es,Violent Threat,THREAT_FAM_X1,0.646,Yes
CT-001240,A-0094,C-007,[non-sensitive coordination],H-6470216,es,Violent Threat,THREAT_FAM_X1-default,0.43,Yes
CT-001241,A-0093,C-007,[ambiguous grievance],H-8048511,en,Violent Threat,THREAT_FAM_X1-P07,0.649,Yes
CT-001242,A-0092,C-007,[generic discussion],H-0343767,en,Violent Threat,THREAT_FAM_X1-default,0.654,Yes
CT-001243,A-0087,C-007,[non-sensitive coordination],H-6470216,en,Violent Threat,THREAT_FAM_X1-default,0.591,Yes
CT-001244,A-0089,C-007,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.313,Yes
CT-001245,A-0089,C-007,[template family B with minor variation],H-4170436,es,Violent Threat,THREAT_FAM_X1,0.578,Yes
CT-001246,A-0096,C-007,[template family B with minor variation],H-4170436,en,Violent Threat,THREAT_FAM_X1,0.479,Yes
CT-001247,A-0097,C-007,[repeated target reference],H-7577498,en,Violent Threat,THREAT_FAM_X1-P03,0.699,Yes
CT-001248,A-0092,C-007,[ambiguous grievance],H-8048511,en,Violent Threat,THREAT_FAM_X1-P07,0.818,Yes
CT-001249,A-0091,C-007,[continued focus on same fictional target],H-0808684,en,Violent Threat,THREAT_FAM_X1-P03,0.647,Yes
CT-001250,A-0095,C-007,[neutral platform activity],H-7445486,es,Violent Threat,THREAT_FAM_X1-default,0.717,Yes
CT-001251,A-0096,C-007,[target-specific grievance reference],H-8238971,en,Violent Threat,THREAT_FAM_X1-P03,0.593,Yes
CT-001252,A-0091,C-007,[lawful event logistics],H-0703371,en,Violent Threat,BENIGN-COORDINATION,0.292,Yes
CT-001253,A-0097,C-007,[continued focus on same fictional target],H-0808684,en,Violent Threat,THREAT_FAM_X1-P03,0.681,Yes
CT-001254,A-0096,C-007,[more specific intent reference],H-1299902,en,Violent Threat,THREAT_FAM_X1-P07,0.588,Yes
CT-001255,A-0094,C-007,[time-linked escalation reference],H-2519291,es,Violent Threat,THREAT_FAM_X1-P07,0.72,Yes
CT-001256,A-0090,C-007,[continued focus on same fictional target],H-0808684,en,Violent Threat,THREAT_FAM_X1-P03,0.482,Yes
CT-001257,A-0087,C-007,[lawful event logistics],H-0703371,en,Violent Threat,BENIGN-COORDINATION,0.146,Yes
CT-001258,A-0088,C-007,[template family B with minor variation],H-4170436,es,Violent Threat,THREAT_FAM_X1,0.598,Yes
CT-001259,A-0097,C-007,[generic discussion],H-0343767,en,Violent Threat,THREAT_FAM_X1-default,0.605,Yes
CT-001260,A-0087,C-007,[more specific intent reference],H-1299902,en,Violent Threat,THREAT_FAM_X1-P07,0.747,Yes
CT-001261,A-0097,C-007,[generic discussion],H-0343767,en,Violent Threat,THREAT_FAM_X1-default,0.475,Yes
CT-001262,A-0092,C-007,[continued focus on same fictional target],H-0808684,en,Violent Threat,THREAT_FAM_X1-P03,0.543,Yes
CT-001263,A-0097,C-007,[template family A],H-9911857,en,Violent Threat,THREAT_FAM_X1,0.674,Yes
CT-001264,A-0096,C-007,[more specific intent reference],H-1299902,en,Violent Threat,THREAT_FAM_X1-P07,0.752,Yes
CT-001265,A-0095,C-007,[neutral platform activity],H-7445486,es,Violent Threat,THREAT_FAM_X1-default,0.597,Yes
CT-001266,A-0094,C-007,[time-linked escalation reference],H-2519291,es,Violent Threat,THREAT_FAM_X1-P07,0.578,Yes
CT-001267,A-0096,C-007,[benign scheduling message],H-3629325,en,Violent Threat,BENIGN-COORDINATION,0.465,Yes
CT-001268,A-0088,C-007,[mutual-aid coordination],H-5150997,es,Violent Threat,BENIGN-COORDINATION,0.343,Yes
CT-001269,A-0096,C-007,[repeated target reference],H-7577498,en,Violent Threat,THREAT_FAM_X1-P03,0.571,Yes
CT-001270,A-0093,C-007,[target-specific grievance reference],H-8238971,en,Violent Threat,THREAT_FAM_X1-P03,0.662,Yes
CT-001271,A-0097,C-007,[template family B with minor variation],H-4170436,en,Violent Threat,THREAT_FAM_X1,0.606,Yes
CT-001272,A-0088,C-007,[repeated target reference],H-7577498,es,Violent Threat,THREAT_FAM_X1-P03,0.406,Yes
CT-001273,A-0088,C-007,[non-sensitive coordination],H-6470216,es,Violent Threat,THREAT_FAM_X1-default,0.533,Yes
CT-001274,A-0089,C-007,[neutral platform activity],H-7445486,es,Violent Threat,THREAT_FAM_X1-default,0.676,Yes
CT-001275,A-0093,C-007,[mutual-aid coordination],H-5150997,en,Violent Threat,BENIGN-COORDINATION,0.207,Yes
CT-001276,A-0097,C-007,[more specific intent reference],H-1299902,en,Violent Threat,THREAT_FAM_X1-P07,0.672,Yes
CT-001277,A-0097,C-007,[neutral platform activity],H-7445486,en,Violent Threat,THREAT_FAM_X1-default,0.517,Yes
CT-001278,A-0094,C-007,[continued focus on same fictional target],H-0808684,es,Violent Threat,THREAT_FAM_X1-P03,0.641,Yes
CT-001279,A-0091,C-007,[target-specific grievance reference],H-8238971,en,Violent Threat,THREAT_FAM_X1-P03,0.714,Yes
CT-001280,A-0091,C-007,[benign scheduling message],H-3629325,en,Violent Threat,BENIGN-COORDINATION,0.285,Yes
CT-001281,A-0095,C-007,[target-specific grievance reference],H-8238971,es,Violent Threat,THREAT_FAM_X1-P03,0.51,Yes
CT-001282,A-0087,C-007,[template family A],H-9911857,en,Violent Threat,THREAT_FAM_X1,0.481,Yes
CT-001283,A-0097,C-007,[generic discussion],H-0343767,en,Violent Threat,THREAT_FAM_X1-default,0.442,Yes
CT-001284,A-0093,C-007,[lawful event logistics],H-0703371,en,Violent Threat,BENIGN-COORDINATION,0.163,Yes
CT-001285,A-0092,C-007,[coded phrase family C],H-1057060,en,Violent Threat,THREAT_FAM_X1,0.673,Yes
CT-001286,A-0097,C-007,[non-sensitive coordination],H-6470216,en,Violent Threat,THREAT_FAM_X1-default,0.569,Yes
CT-001287,A-0092,C-007,[more specific intent reference],H-1299902,en,Violent Threat,THREAT_FAM_X1-P07,0.684,Yes
CT-001288,A-0096,C-007,[template family A],H-9911857,en,Violent Threat,THREAT_FAM_X1,0.378,Yes
CT-001289,A-0090,C-007,[continued focus on same fictional target],H-0808684,en,Violent Threat,THREAT_FAM_X1-P03,0.569,Yes
CT-001290,A-0088,C-007,[repeated target reference],H-7577498,es,Violent Threat,THREAT_FAM_X1-P03,0.523,Yes
CT-001291,A-0095,C-007,[generic discussion],H-0343767,es,Violent Threat,THREAT_FAM_X1-default,0.473,Yes
CT-001292,A-0088,C-007,[neutral platform activity],H-7445486,es,Violent Threat,THREAT_FAM_X1-default,0.404,Yes
CT-001293,A-0088,C-007,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.344,Yes
CT-001294,A-0091,C-007,[template family B with minor variation],H-4170436,en,Violent Threat,THREAT_FAM_X1,0.633,Yes
CT-001295,A-0089,C-007,[non-sensitive coordination],H-6470216,es,Violent Threat,THREAT_FAM_X1-default,0.499,Yes
CT-001296,A-0088,C-007,[lawful event logistics],H-0703371,es,Violent Threat,BENIGN-COORDINATION,0.154,Yes
CT-001297,A-0091,C-007,[repeated target reference],H-7577498,en,Violent Threat,THREAT_FAM_X1-P03,0.508,Yes
CT-001298,A-0090,C-007,[mutual-aid coordination],H-5150997,en,Violent Threat,BENIGN-COORDINATION,0.263,Yes
CT-001299,A-0092,C-007,[non-sensitive coordination],H-6470216,en,Violent Threat,THREAT_FAM_X1-default,0.574,Yes
CT-001300,A-0088,C-007,[time-linked escalation reference],H-2519291,es,Violent Threat,THREAT_FAM_X1-P07,0.691,Yes
CT-001301,A-0087,C-007,[continued focus on same fictional target],H-0808684,en,Violent Threat,THREAT_FAM_X1-P03,0.571,Yes
CT-001302,A-0101,C-008,[migration invitation placeholder],H-5764780,es,Coordinated Abuse,HARASS_FAM_X2-P09,0.671,Yes
CT-001303,A-0100,C-008,[neutral platform activity],H-7238637,en,Coordinated Abuse,HARASS_FAM_X2-default,0.73,Yes
CT-001304,A-0104,C-008,[generic discussion],H-4309424,en,Coordinated Abuse,HARASS_FAM_X2-P06,0.619,Yes
CT-001305,A-0105,C-008,[target-specific grievance reference],H-0141984,es,Coordinated Abuse,HARASS_FAM_X2-P03,0.811,Yes
CT-001306,A-0106,C-008,[coordination instruction placeholder],H-8139650,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.594,Yes
CT-001307,A-0110,C-008,[generic discussion],H-0351779,es,Coordinated Abuse,HARASS_FAM_X2-default,0.66,Yes
CT-001308,A-0110,C-008,[external-channel handoff placeholder],H-2729873,es,Coordinated Abuse,HARASS_FAM_X2-P09,0.712,Yes
CT-001309,A-0109,C-008,[non-sensitive coordination],H-7694278,en,Coordinated Abuse,HARASS_FAM_X2-P06,0.749,Yes
CT-001310,A-0099,C-008,[neutral platform activity],H-6719008,es,Coordinated Abuse,HARASS_FAM_X2-P06,0.752,Yes
CT-001311,A-0111,C-008,[non-sensitive coordination],H-7694278,en,Coordinated Abuse,HARASS_FAM_X2-P06,0.678,Yes
CT-001312,A-0109,C-008,[target-specific grievance reference],H-0141984,en,Coordinated Abuse,HARASS_FAM_X2-P03,0.79,Yes
CT-001313,A-0099,C-008,[generic discussion],H-4309424,es,Coordinated Abuse,HARASS_FAM_X2-P06,0.741,Yes
CT-001314,A-0103,C-008,[non-sensitive coordination],H-7694278,en,Coordinated Abuse,HARASS_FAM_X2-P06,0.663,Yes
CT-001315,A-0109,C-008,[research handoff placeholder],H-3713127,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.566,Yes
CT-001316,A-0102,C-008,[coordination instruction placeholder],H-8139650,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.575,Yes
CT-001317,A-0105,C-008,[generic discussion],H-0351779,es,Coordinated Abuse,HARASS_FAM_X2-default,0.796,Yes
CT-001318,A-0102,C-008,[coordination instruction placeholder],H-8139650,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.554,Yes
CT-001319,A-0111,C-008,[external-channel handoff placeholder],H-2729873,en,Coordinated Abuse,HARASS_FAM_X2-P09,0.782,Yes
CT-001320,A-0110,C-008,[amplification request placeholder],H-2370725,es,Coordinated Abuse,HARASS_FAM_X2-P08,0.538,Yes
CT-001321,A-0103,C-008,[amplification request placeholder],H-2370725,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.557,Yes
CT-001322,A-0100,C-008,[external-channel handoff placeholder],H-2729873,en,Coordinated Abuse,HARASS_FAM_X2-P09,0.496,Yes
CT-001323,A-0100,C-008,[migration invitation placeholder],H-5764780,en,Coordinated Abuse,HARASS_FAM_X2-P09,0.49,Yes
CT-001324,A-0099,C-008,[amplification request placeholder],H-2370725,es,Coordinated Abuse,HARASS_FAM_X2-P08,0.537,Yes
CT-001325,A-0106,C-008,[migration invitation placeholder],H-5764780,en,Coordinated Abuse,HARASS_FAM_X2-P09,0.838,Yes
CT-001326,A-0099,C-008,[neutral platform activity],H-7238637,es,Coordinated Abuse,HARASS_FAM_X2-default,0.52,Yes
CT-001327,A-0100,C-008,[external-channel handoff placeholder],H-2729873,en,Coordinated Abuse,HARASS_FAM_X2-P09,0.807,Yes
CT-001328,A-0108,C-008,[non-sensitive coordination],H-6263367,es,Coordinated Abuse,HARASS_FAM_X2-default,0.814,Yes
CT-001329,A-0104,C-008,[neutral platform activity],H-7238637,en,Coordinated Abuse,HARASS_FAM_X2-default,0.528,Yes
CT-001330,A-0100,C-008,[generic discussion],H-4309424,en,Coordinated Abuse,HARASS_FAM_X2-P06,0.666,Yes
CT-001331,A-0106,C-008,[generic discussion],H-0351779,en,Coordinated Abuse,HARASS_FAM_X2-default,0.562,Yes
CT-001332,A-0100,C-008,[repeated target reference],H-5674485,en,Coordinated Abuse,HARASS_FAM_X2-P03,0.669,Yes
CT-001333,A-0098,C-008,[generic discussion],H-4309424,es,Coordinated Abuse,HARASS_FAM_X2-P06,0.8,Yes
CT-001334,A-0105,C-008,[neutral platform activity],H-7238637,es,Coordinated Abuse,HARASS_FAM_X2-default,0.643,Yes
CT-001335,A-0108,C-008,[neutral platform activity],H-7238637,es,Coordinated Abuse,HARASS_FAM_X2-default,0.597,Yes
CT-001336,A-0106,C-008,[continued focus on same fictional target],H-2145128,en,Coordinated Abuse,HARASS_FAM_X2-P03,0.837,Yes
CT-001337,A-0109,C-008,[neutral platform activity],H-7238637,en,Coordinated Abuse,HARASS_FAM_X2-default,0.532,Yes
CT-001338,A-0098,C-008,[neutral platform activity],H-6719008,es,Coordinated Abuse,HARASS_FAM_X2-P06,0.521,Yes
CT-001339,A-0111,C-008,[generic discussion],H-0351779,en,Coordinated Abuse,HARASS_FAM_X2-default,0.764,Yes
CT-001340,A-0103,C-008,[non-sensitive coordination],H-6263367,en,Coordinated Abuse,HARASS_FAM_X2-default,0.812,Yes
CT-001341,A-0111,C-008,[migration invitation placeholder],H-5764780,en,Coordinated Abuse,HARASS_FAM_X2-P09,0.817,Yes
CT-001342,A-0103,C-008,[non-sensitive coordination],H-7694278,en,Coordinated Abuse,HARASS_FAM_X2-P06,0.807,Yes
CT-001343,A-0110,C-008,[neutral platform activity],H-7238637,es,Coordinated Abuse,HARASS_FAM_X2-default,0.577,Yes
CT-001344,A-0101,C-008,[amplification request placeholder],H-2370725,es,Coordinated Abuse,HARASS_FAM_X2-P08,0.644,Yes
CT-001345,A-0107,C-008,[non-sensitive coordination],H-6263367,en,Coordinated Abuse,HARASS_FAM_X2-default,0.632,Yes
CT-001346,A-0100,C-008,[neutral platform activity],H-7238637,en,Coordinated Abuse,HARASS_FAM_X2-default,0.723,Yes
CT-001347,A-0109,C-008,[external-channel handoff placeholder],H-2729873,en,Coordinated Abuse,HARASS_FAM_X2-P09,0.51,Yes
CT-001348,A-0110,C-008,[non-sensitive coordination],H-6263367,es,Coordinated Abuse,HARASS_FAM_X2-default,0.737,Yes
CT-001349,A-0099,C-008,[neutral platform activity],H-6719008,es,Coordinated Abuse,HARASS_FAM_X2-P06,0.525,Yes
CT-001350,A-0106,C-008,[research handoff placeholder],H-3713127,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.513,Yes
CT-001351,A-0109,C-008,[continued focus on same fictional target],H-2145128,en,Coordinated Abuse,HARASS_FAM_X2-P03,0.827,Yes
CT-001352,A-0107,C-008,[target-specific grievance reference],H-0141984,en,Coordinated Abuse,HARASS_FAM_X2-P03,0.522,Yes
CT-001353,A-0107,C-008,[research handoff placeholder],H-3713127,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.721,Yes
CT-001354,A-0111,C-008,[repeated target reference],H-5674485,en,Coordinated Abuse,HARASS_FAM_X2-P03,0.714,Yes
CT-001355,A-0111,C-008,[neutral platform activity],H-7238637,en,Coordinated Abuse,HARASS_FAM_X2-default,0.797,Yes
CT-001356,A-0099,C-008,[migration invitation placeholder],H-5764780,es,Coordinated Abuse,HARASS_FAM_X2-P09,0.809,Yes
CT-001357,A-0104,C-008,[research handoff placeholder],H-3713127,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.599,Yes
CT-001358,A-0109,C-008,[generic discussion],H-0351779,en,Coordinated Abuse,HARASS_FAM_X2-default,0.797,Yes
CT-001359,A-0103,C-008,[neutral platform activity],H-6719008,en,Coordinated Abuse,HARASS_FAM_X2-P06,0.774,Yes
CT-001360,A-0107,C-008,[non-sensitive coordination],H-7694278,en,Coordinated Abuse,HARASS_FAM_X2-P06,0.82,Yes
CT-001361,A-0101,C-008,[non-sensitive coordination],H-6263367,es,Coordinated Abuse,HARASS_FAM_X2-default,0.845,Yes
CT-001362,A-0107,C-008,[migration invitation placeholder],H-5764780,en,Coordinated Abuse,HARASS_FAM_X2-P09,0.833,Yes
CT-001363,A-0103,C-008,[continued focus on same fictional target],H-2145128,en,Coordinated Abuse,HARASS_FAM_X2-P03,0.586,Yes
CT-001364,A-0105,C-008,[coordination instruction placeholder],H-8139650,es,Coordinated Abuse,HARASS_FAM_X2-P08,0.845,Yes
CT-001365,A-0103,C-008,[external-channel handoff placeholder],H-2729873,en,Coordinated Abuse,HARASS_FAM_X2-P09,0.824,Yes
CT-001366,A-0098,C-008,[target-specific grievance reference],H-0141984,es,Coordinated Abuse,HARASS_FAM_X2-P03,0.554,Yes
CT-001367,A-0103,C-008,[neutral platform activity],H-6719008,en,Coordinated Abuse,HARASS_FAM_X2-P06,0.59,Yes
CT-001368,A-0102,C-008,[continued focus on same fictional target],H-2145128,en,Coordinated Abuse,HARASS_FAM_X2-P03,0.671,Yes
CT-001369,A-0106,C-008,[generic discussion],H-0351779,en,Coordinated Abuse,HARASS_FAM_X2-default,0.814,Yes
CT-001370,A-0110,C-008,[coordination instruction placeholder],H-8139650,es,Coordinated Abuse,HARASS_FAM_X2-P08,0.497,Yes
CT-001371,A-0108,C-008,[migration invitation placeholder],H-5764780,es,Coordinated Abuse,HARASS_FAM_X2-P09,0.721,Yes
CT-001372,A-0098,C-008,[generic discussion],H-0351779,es,Coordinated Abuse,HARASS_FAM_X2-default,0.556,Yes
CT-001373,A-0107,C-008,[generic discussion],H-4309424,en,Coordinated Abuse,HARASS_FAM_X2-P06,0.495,Yes
CT-001374,A-0101,C-008,[research handoff placeholder],H-3713127,es,Coordinated Abuse,HARASS_FAM_X2-P08,0.546,Yes
CT-001375,A-0100,C-008,[generic discussion],H-0351779,en,Coordinated Abuse,HARASS_FAM_X2-default,0.606,Yes
CT-001376,A-0099,C-008,[target-specific grievance reference],H-0141984,es,Coordinated Abuse,HARASS_FAM_X2-P03,0.668,Yes
CT-001377,A-0106,C-008,[coordination instruction placeholder],H-8139650,en,Coordinated Abuse,HARASS_FAM_X2-P08,0.77,Yes
CT-001378,A-0099,C-008,[continued focus on same fictional target],H-2145128,es,Coordinated Abuse,HARASS_FAM_X2-P03,0.625,Yes
